"Country or Area","Year(s)","Variant","Value"
"Timor-Leste","2017","Constant mortality","1294.001"
"Timor-Leste","2017","No change","1300.023"
"Timor-Leste","2017","Momentum","1271.726"
"Togo","2017","Medium","7797.694"
"Togo","2017","High","7817.794"
"Togo","2017","Low","7777.544"
"Togo","2017","Constant fertility","7820.768"
"Togo","2017","Instant replacement","7616.447"
"Togo","2017","Zero migration","7801.927"
"Togo","2017","Constant mortality","7789.796"
"Togo","2017","No change","7812.806"
"Togo","2017","Momentum","7616.906"
"Tokelau","2017","Medium","1.300"
"Tokelau","2017","High","1.306"
"Tokelau","2017","Low","1.300"
"Tokelau","2017","Constant fertility","1.309"
"Tokelau","2017","Instant replacement","1.289"
"Tokelau","2017","Zero migration","1.276"
"Tokelau","2017","Constant mortality","1.301"
"Tokelau","2017","No change","1.308"
"Tokelau","2017","Momentum","1.279"
"Tonga","2017","Medium","108.020"
"Tonga","2017","High","108.522"
"Tonga","2017","Low","107.999"
"Tonga","2017","Constant fertility","108.487"
"Tonga","2017","Instant replacement","106.392"
"Tonga","2017","Zero migration","110.284"
"Tonga","2017","Constant mortality","108.227"
"Tonga","2017","No change","108.445"
"Tonga","2017","Momentum","107.972"
"Trinidad and Tobago","2017","Medium","1369.125"
"Trinidad and Tobago","2017","High","1373.255"
"Trinidad and Tobago","2017","Low","1365.234"
"Trinidad and Tobago","2017","Constant fertility","1370.163"
"Trinidad and Tobago","2017","Instant replacement","1375.295"
"Trinidad and Tobago","2017","Zero migration","1371.093"
"Trinidad and Tobago","2017","Constant mortality","1368.719"
"Trinidad and Tobago","2017","No change","1369.636"
"Trinidad and Tobago","2017","Momentum","1376.542"
"Tunisia","2017","Medium","11532.127"
"Tunisia","2017","High","11570.572"
"Tunisia","2017","Low","11500.334"
"Tunisia","2017","Constant fertility","11549.466"
"Tunisia","2017","Instant replacement","11523.545"
"Tunisia","2017","Zero migration","11543.768"
"Tunisia","2017","Constant mortality","11527.248"
"Tunisia","2017","No change","11541.202"
"Tunisia","2017","Momentum","11524.084"
"Turkey","2017","Medium","80745.020"
"Turkey","2017","High","81387.459"
"Turkey","2017","Low","80921.182"
"Turkey","2017","Constant fertility","81237.837"
"Turkey","2017","Instant replacement","80816.546"
"Turkey","2017","Zero migration","79910.528"
"Turkey","2017","Constant mortality","81095.936"
"Turkey","2017","No change","81178.927"
"Turkey","2017","Momentum","80091.763"
"Turkmenistan","2017","Medium","5758.075"
"Turkmenistan","2017","High","5777.841"
"Turkmenistan","2017","Low","5741.963"
"Turkmenistan","2017","Constant fertility","5775.623"
"Turkmenistan","2017","Instant replacement","5709.616"
"Turkmenistan","2017","Zero migration","5770.288"
"Turkmenistan","2017","Constant mortality","5757.673"
"Turkmenistan","2017","No change","5773.333"
"Turkmenistan","2017","Momentum","5716.704"
"Turks and Caicos Islands","2017","Medium","35.446"
"Turks and Caicos Islands","2017","High","35.516"
"Turks and Caicos Islands","2017","Low","35.322"
"Turks and Caicos Islands","2017","Constant fertility","35.462"
"Turks and Caicos Islands","2017","Instant replacement","35.503"
"Turks and Caicos Islands","2017","Zero migration","35.012"
"Turks and Caicos Islands","2017","Constant mortality","35.404"
"Turks and Caicos Islands","2017","No change","35.448"
"Turks and Caicos Islands","2017","Momentum","35.157"
"Tuvalu","2017","Medium","11.192"
"Tuvalu","2017","High","11.210"
"Tuvalu","2017","Low","11.159"
"Tuvalu","2017","Constant fertility","11.204"
"Tuvalu","2017","Instant replacement","11.079"
"Tuvalu","2017","Zero migration","11.302"
"Tuvalu","2017","Constant mortality","11.177"
"Tuvalu","2017","No change","11.199"
"Tuvalu","2017","Momentum","11.168"
"Uganda","2017","Medium","42862.958"
"Uganda","2017","High","42966.858"
"Uganda","2017","Low","42755.678"
"Uganda","2017","Constant fertility","43031.149"
"Uganda","2017","Instant replacement","41344.077"
"Uganda","2017","Zero migration","42924.001"
"Uganda","2017","Constant mortality","42814.916"
"Uganda","2017","No change","42984.695"
"Uganda","2017","Momentum","41374.801"
"Ukraine","2017","Medium","44222.947"
"Ukraine","2017","High","44341.624"
"Ukraine","2017","Low","44106.788"
"Ukraine","2017","Constant fertility","44188.126"
"Ukraine","2017","Instant replacement","44483.368"
"Ukraine","2017","Zero migration","44277.469"
"Ukraine","2017","Constant mortality","44171.695"
"Ukraine","2017","No change","44135.448"
"Ukraine","2017","Momentum","44473.010"
"United Arab Emirates","2017","Medium","9400.145"
"United Arab Emirates","2017","High","9443.121"
"United Arab Emirates","2017","Low","9404.273"
"United Arab Emirates","2017","Constant fertility","9432.628"
"United Arab Emirates","2017","Instant replacement","9426.257"
"United Arab Emirates","2017","Zero migration","9295.463"
"United Arab Emirates","2017","Constant mortality","9422.114"
"United Arab Emirates","2017","No change","9430.981"
"United Arab Emirates","2017","Momentum","9315.926"
"United Kingdom","2017","Medium","66181.585"
"United Kingdom","2017","High","66351.254"
"United Kingdom","2017","Low","66030.047"
"United Kingdom","2017","Constant fertility","66194.644"
"United Kingdom","2017","Instant replacement","66315.769"
"United Kingdom","2017","Zero migration","65811.833"
"United Kingdom","2017","Constant mortality","66131.503"
"United Kingdom","2017","No change","66135.244"
"United Kingdom","2017","Momentum","65959.586"
"United Republic of Tanzania","2017","Medium","57310.019"
"United Republic of Tanzania","2017","High","57474.055"
"United Republic of Tanzania","2017","Low","57180.312"
"United Republic of Tanzania","2017","Constant fertility","57478.922"
"United Republic of Tanzania","2017","Instant replacement","55503.721"
"United Republic of Tanzania","2017","Zero migration","57412.652"
"United Republic of Tanzania","2017","Constant mortality","57181.050"
"United Republic of Tanzania","2017","No change","57332.544"
"United Republic of Tanzania","2017","Momentum","55490.497"
"United States of America","2017","Medium","324459.463"
"United States of America","2017","High","325222.428"
"United States of America","2017","Low","323630.739"
"United States of America","2017","Constant fertility","324430.406"
"United States of America","2017","Instant replacement","325109.516"
"United States of America","2017","Zero migration","322607.223"
"United States of America","2017","Constant mortality","324226.583"
"United States of America","2017","No change","324229.092"
"United States of America","2017","Momentum","323435.645"
"United States Virgin Islands","2017","Medium","104.901"
"United States Virgin Islands","2017","High","105.292"
"United States Virgin Islands","2017","Low","104.825"
"United States Virgin Islands","2017","Constant fertility","105.149"
"United States Virgin Islands","2017","Instant replacement","104.789"
"United States Virgin Islands","2017","Zero migration","105.988"
"United States Virgin Islands","2017","Constant mortality","104.965"
"United States Virgin Islands","2017","No change","105.056"
"United States Virgin Islands","2017","Momentum","105.467"
"Upper-middle-income countries","2017","Medium","2623855.921"
"Upper-middle-income countries","2017","High","2631886.107"
"Upper-middle-income countries","2017","Low","2616772.950"
"Upper-middle-income countries","2017","Constant fertility","2625369.400"
"Upper-middle-income countries","2017","Instant replacement","2633918.260"
"Upper-middle-income countries","2017","Zero migration","2623744.900"
"Upper-middle-income countries","2017","Constant mortality","2622465.520"
"Upper-middle-income countries","2017","No change","2623485.897"
"Upper-middle-income countries","2017","Momentum","2632361.716"
"Uruguay","2017","Medium","3456.750"
"Uruguay","2017","High","3466.549"
"Uruguay","2017","Low","3448.603"
"Uruguay","2017","Constant fertility","3459.819"
"Uruguay","2017","Instant replacement","3460.773"
"Uruguay","2017","Zero migration","3463.748"
"Uruguay","2017","Constant mortality","3455.382"
"Uruguay","2017","No change","3457.603"
"Uruguay","2017","Momentum","3463.799"
"Uzbekistan","2017","Medium","31910.641"
"Uzbekistan","2017","High","32029.620"
"Uzbekistan","2017","Low","31816.014"
"Uzbekistan","2017","Constant fertility","31980.090"
"Uzbekistan","2017","Instant replacement","31866.092"
"Uzbekistan","2017","Zero migration","31941.413"
"Uzbekistan","2017","Constant mortality","31912.917"
"Uzbekistan","2017","No change","31969.754"
"Uzbekistan","2017","Momentum","31875.299"
"Vanuatu","2017","Medium","276.244"
"Vanuatu","2017","High","277.044"
"Vanuatu","2017","Low","275.505"
"Vanuatu","2017","Constant fertility","276.824"
"Vanuatu","2017","Instant replacement","272.510"
"Vanuatu","2017","Zero migration","276.016"
"Vanuatu","2017","Constant mortality","276.136"
"Vanuatu","2017","No change","276.680"
"Vanuatu","2017","Momentum","272.196"
"Venezuela (Bolivarian Republic of)","2017","Medium","31977.065"
"Venezuela (Bolivarian Republic of)","2017","High","32073.918"
"Venezuela (Bolivarian Republic of)","2017","Low","31882.990"
"Venezuela (Bolivarian Republic of)","2017","Constant fertility","32020.787"
"Venezuela (Bolivarian Republic of)","2017","Instant replacement","31891.990"
"Venezuela (Bolivarian Republic of)","2017","Zero migration","32005.132"
"Venezuela (Bolivarian Republic of)","2017","Constant mortality","31964.410"
"Venezuela (Bolivarian Republic of)","2017","No change","32006.450"
"Venezuela (Bolivarian Republic of)","2017","Momentum","31901.161"
"Viet Nam","2017","Medium","95540.800"
"Viet Nam","2017","High","95774.253"
"Viet Nam","2017","Low","95199.005"
"Viet Nam","2017","Constant fertility","95583.300"
"Viet Nam","2017","Instant replacement","95804.149"
"Viet Nam","2017","Zero migration","95569.006"
"Viet Nam","2017","Constant mortality","95439.295"
"Viet Nam","2017","No change","95535.028"
"Viet Nam","2017","Momentum","95832.057"
"Wallis and Futuna Islands","2017","Medium","11.773"
"Wallis and Futuna Islands","2017","High","11.838"
"Wallis and Futuna Islands","2017","Low","11.773"
"Wallis and Futuna Islands","2017","Constant fertility","11.820"
"Wallis and Futuna Islands","2017","Instant replacement","11.784"
"Wallis and Futuna Islands","2017","Zero migration","12.207"
"Wallis and Futuna Islands","2017","Constant mortality","11.793"
"Wallis and Futuna Islands","2017","No change","11.808"
"Wallis and Futuna Islands","2017","Momentum","12.065"
"Yemen","2017","Medium","28250.420"
"Yemen","2017","High","28321.165"
"Yemen","2017","Low","28169.217"
"Yemen","2017","Constant fertility","28403.896"
"Yemen","2017","Instant replacement","27691.245"
"Yemen","2017","Zero migration","28307.958"
"Yemen","2017","Constant mortality","28227.472"
"Yemen","2017","No change","28385.592"
"Yemen","2017","Momentum","27734.306"
"Zambia","2017","Medium","17094.130"
"Zambia","2017","High","17135.430"
"Zambia","2017","Low","17049.180"
"Zambia","2017","Constant fertility","17138.171"
"Zambia","2017","Instant replacement","16575.858"
"Zambia","2017","Zero migration","17108.303"
"Zambia","2017","Constant mortality","17060.720"
"Zambia","2017","No change","17106.463"
"Zambia","2017","Momentum","16576.396"
"Zimbabwe","2017","Medium","16529.904"
"Zimbabwe","2017","High","16597.516"
"Zimbabwe","2017","Low","16496.237"
"Zimbabwe","2017","Constant fertility","16614.371"
"Zimbabwe","2017","Instant replacement","16219.074"
"Zimbabwe","2017","Zero migration","16590.754"
"Zimbabwe","2017","Constant mortality","16487.754"
"Zimbabwe","2017","No change","16555.026"
"Zimbabwe","2017","Momentum","16220.754"

